All Method Calls (3000)

<gnu.trove.TIterator; moveToNextIndex[]; void; gnu.trove.THashIterator; next[]; V; null; this>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object[]>; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; getComponentType[]; a>
<gnu.trove.THashMap$MapBackedView; iterator[]; java.util.Iterator<E>; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; null; this>
<java.util.Iterator; next[]; E; gnu.trove.THashMap.MapBackedView; toArray[T[]]; T[]; null; it>
<gnu.trove.THash; isEmpty[]; boolean; gnu.trove.THashMap.MapBackedView; isEmpty[]; boolean; null; THashMap.this>
<gnu.trove.THashMap$MapBackedView; iterator[]; java.util.Iterator<E>; gnu.trove.THashMap.MapBackedView; retainAll[java.util.Collection<?>]; boolean; null; this>
<java.util.Iterator; hasNext[]; boolean; gnu.trove.THashMap.MapBackedView; retainAll[java.util.Collection<?>]; boolean; null; i>
<java.util.Collection; contains[java.lang.Object]; boolean; gnu.trove.THashMap.MapBackedView; retainAll[java.util.Collection<?>]; boolean; null; collection>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashMap.MapBackedView; retainAll[java.util.Collection<?>]; boolean; null; i>
<java.util.Iterator; remove[]; void; gnu.trove.THashMap.MapBackedView; retainAll[java.util.Collection<?>]; boolean; null; i>
<gnu.trove.THashMap; remove[java.lang.Object]; V; gnu.trove.THashMap.KeyView; removeElement[K]; boolean; null; THashMap.this>
<gnu.trove.TObjectHash; contains[java.lang.Object]; boolean; gnu.trove.THashMap.KeyView; containsElement[K]; boolean; null; THashMap.this>
<java.util.Map$Entry; getKey[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e1>
<java.util.Map$Entry; getKey[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e2>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e1.getKey()>
<java.util.Map$Entry; getKey[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; equals[java.lang.Object]; e1>
<java.util.Map$Entry; getKey[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e2>
<java.util.Map$Entry; getValue[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e1>
<java.util.Map$Entry; getValue[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e2>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e1.getValue()>
<java.util.Map$Entry; getValue[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; equals[java.lang.Object]; e1>
<java.util.Map$Entry; getValue[]; java.lang.Object; gnu.trove.THashMap.Entry; equals[java.lang.Object]; boolean; null; e2>
<gnu.trove.THashMap$Entry; getKey[]; K; gnu.trove.THashMap.Entry; hashCode[]; int; null; this>
<java.lang.Object; hashCode[]; int; gnu.trove.THashMap.Entry; hashCode[]; int; null; getKey()>
<gnu.trove.THashMap$Entry; getKey[]; K; gnu.trove.THashMap.Entry; hashCode[]; int; hashCode[]; this>
<gnu.trove.THashMap$Entry; getValue[]; V; gnu.trove.THashMap.Entry; hashCode[]; int; null; this>
<java.lang.Object; hashCode[]; int; gnu.trove.THashMap.Entry; hashCode[]; int; null; getValue()>
<gnu.trove.THashMap$Entry; getValue[]; V; gnu.trove.THashMap.Entry; hashCode[]; int; hashCode[]; this>
<java.io.DataOutput; writeByte[int]; void; gnu.trove.THashMap; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataOutput; writeInt[int]; void; gnu.trove.THashMap; writeExternal[java.io.ObjectOutput]; void; null; out>
<gnu.trove.THashMap; forEachEntry[gnu.trove.TObjectObjectProcedure<K,V>]; boolean; gnu.trove.THashMap; writeExternal[java.io.ObjectOutput]; void; null; this>
<java.io.DataInput; readByte[]; byte; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.DataInput; readInt[]; int; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.THashMap; setUp[int]; int; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; this>
<java.io.ObjectInput; readObject[]; java.lang.Object; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.ObjectInput; readObject[]; java.lang.Object; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.THashMap; put[K, V]; V; gnu.trove.THashMap; readExternal[java.io.ObjectInput]; void; null; this>
<java.lang.Double; isNaN[double]; boolean; gnu.trove.HashFunctions; hash[double]; int; null; Double>
<java.lang.Double; doubleToLongBits[double]; long; gnu.trove.HashFunctions; hash[double]; int; null; Double>
<java.lang.Float; isNaN[float]; boolean; gnu.trove.HashFunctions; hash[float]; int; null; Float>
<java.lang.Float; floatToIntBits[float]; int; gnu.trove.HashFunctions; hash[float]; int; null; Float>
<java.lang.Object; hashCode[]; int; gnu.trove.HashFunctions; hash[java.lang.Object]; int; null; object>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testIsEmpty[]; void; null; this>
<java.util.Set; isEmpty[]; boolean; gnu.trove.THashSetTest; testIsEmpty[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testIsEmpty[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testIsEmpty[]; void; null; this>
<java.util.Set; isEmpty[]; boolean; gnu.trove.THashSetTest; testIsEmpty[]; void; null; s>
<java.util.Set; clear[]; void; gnu.trove.THashSetTest; testIsEmpty[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testIsEmpty[]; void; null; this>
<java.util.Set; isEmpty[]; boolean; gnu.trove.THashSetTest; testIsEmpty[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testContains[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testContains[]; void; null; this>
<java.util.Set; contains[java.lang.Object]; boolean; gnu.trove.THashSetTest; testContains[]; void; null; s>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testContainsAll[]; void; null; s>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testContainsAll[]; void; null; Arrays>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testContainsAll[]; void; null; this>
<java.lang.Object; toString[]; java.lang.String; gnu.trove.THashSetTest; testContainsAll[]; void; null; o[i]>
<java.util.Set; contains[java.lang.Object]; boolean; gnu.trove.THashSetTest; testContainsAll[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testContainsAll[]; void; null; this>
<java.util.Set; containsAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testContainsAll[]; void; null; s>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testContainsAll[]; void; null; Arrays>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testAdd[]; void; null; this>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testAdd[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testAdd[]; void; null; this>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testAdd[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRemove[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRemove[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testRemove[]; void; null; this>
<java.util.Set; contains[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRemove[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testRemove[]; void; null; this>
<java.util.Set; remove[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRemove[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testRemove[]; void; null; this>
<java.util.Set; contains[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRemove[]; void; null; s>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testSize[]; void; null; this>
<java.util.Set; size[]; int; gnu.trove.THashSetTest; testSize[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testSize[]; void; null; s>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testSize[]; void; null; this>
<java.util.Set; size[]; int; gnu.trove.THashSetTest; testSize[]; void; null; s>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testClear[]; void; null; s>
<java.util.Arrays; asList[java.lang.String[]]; java.util.List<java.lang.String>; gnu.trove.THashSetTest; testClear[]; void; null; Arrays>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testClear[]; void; null; this>
<java.util.Set; size[]; int; gnu.trove.THashSetTest; testClear[]; void; null; s>
<java.util.Set; clear[]; void; gnu.trove.THashSetTest; testClear[]; void; null; s>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testClear[]; void; null; this>
<java.util.Set; size[]; int; gnu.trove.THashSetTest; testClear[]; void; null; s>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testSerialize[]; void; null; s>
<java.util.Arrays; asList[java.lang.String[]]; java.util.List<java.lang.String>; gnu.trove.THashSetTest; testSerialize[]; void; null; Arrays>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; gnu.trove.THashSetTest; testSerialize[]; void; null; oos>
<java.io.ByteArrayOutputStream; toByteArray[]; byte[]; gnu.trove.THashSetTest; testSerialize[]; void; null; baos>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; gnu.trove.THashSetTest; testSerialize[]; void; null; ois>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testSerialize[]; void; null; this>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testNormalLoad[]; void; null; this>
<gnu.trove.THashSet; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testNormalLoad[]; void; null; set>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testNormalLoad[]; void; null; this>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testMaxLoad[]; void; null; this>
<gnu.trove.THashSet; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testMaxLoad[]; void; null; set>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testMaxLoad[]; void; null; this>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testToArray[]; void; null; s>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testToArray[]; void; null; Arrays>
<java.util.Set; toArray[]; java.lang.Object[]; gnu.trove.THashSetTest; testToArray[]; void; null; s>
<java.util.Arrays; sort[java.lang.Object[]]; void; gnu.trove.THashSetTest; testToArray[]; void; null; Arrays>
<java.util.Arrays; sort[java.lang.Object[]]; void; gnu.trove.THashSetTest; testToArray[]; void; null; Arrays>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testToArray[]; void; null; this>
<java.util.Arrays; equals[java.lang.Object[], java.lang.Object[]]; boolean; gnu.trove.THashSetTest; testToArray[]; void; null; Arrays>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; s>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; Arrays>
<java.util.Set; toArray[java.lang.Object[]]; java.lang.Object[]; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; s>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; copy>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; Arrays>
<java.util.Set; addAll[java.util.Collection]; boolean; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; bogey>
<java.util.Arrays; asList[java.lang.Object[]]; java.util.List<java.lang.Object>; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; Arrays>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; bogey>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; bogey>
<not found; assertEquals[]; not found; gnu.trove.THashSetTest; testToArrayWithParams[]; void; null; this>
<gnu.trove.THashSet; add[java.lang.Object]; boolean; ; hashCode[]; int; null; set>
<gnu.trove.TObjectHash; insertionIndex[java.lang.Object]; int; ; hashCode[]; int; null; set>
<gnu.trove.THashSet; add[java.lang.Object]; boolean; ; hashCode[]; int; null; set>
<not found; assertEquals[]; not found; ; hashCode[]; int; null; this>
<gnu.trove.THashSet; remove[java.lang.Object]; boolean; ; hashCode[]; int; null; set>
<not found; assertEquals[]; not found; ; hashCode[]; int; null; this>
<not found; assertEquals[]; not found; ; hashCode[]; int; null; this>
<gnu.trove.TObjectHash; insertionIndex[java.lang.Object]; int; ; hashCode[]; int; null; set>
<gnu.trove.THashSet; add[java.lang.Object]; boolean; ; hashCode[]; int; null; set>
<not found; assertEquals[]; not found; ; hashCode[]; int; null; this>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testRehashing[]; void; null; s>
<java.util.Set; add[java.lang.Object]; boolean; gnu.trove.THashSetTest; testSomeBadlyWrittenObject[]; void; null; s>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testSomeBadlyWrittenObject[]; void; null; this>
<java.util.Set; add[java.lang.String]; boolean; gnu.trove.THashSetTest; testIterable[]; void; null; set>
<java.util.Set; add[java.lang.String]; boolean; gnu.trove.THashSetTest; testIterable[]; void; null; set>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testIterable[]; void; null; this>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.THashSetTest; testIterable[]; void; null; s>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.THashSetTest; testIterable[]; void; null; s>
<java.util.Set; add[java.lang.String]; boolean; gnu.trove.THashSetTest; testToString[]; void; null; set>
<java.util.Set; add[java.lang.String]; boolean; gnu.trove.THashSetTest; testToString[]; void; null; set>
<java.lang.Object; toString[]; java.lang.String; gnu.trove.THashSetTest; testToString[]; void; null; set>
<not found; assertTrue[]; not found; gnu.trove.THashSetTest; testToString[]; void; null; this>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.THashSetTest; testToString[]; void; null; to_string>
<java.lang.String; equals[java.lang.Object]; boolean; gnu.trove.THashSetTest; testToString[]; void; null; to_string>
<java.lang.System; identityHashCode[java.lang.Object]; int; gnu.trove.THashSetTest.Crap; hashCode[]; int; null; System>
<not found; run[]; not found; gnu.trove.THashSetTest; main[java.lang.String[]]; void; null; junit.textui.TestRunner>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPut[]; void; null; this>
<gnu.trove.THashMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; gnu.trove.THashMapTest; testPut[]; void; null; map>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPut[]; void; null; this>
<gnu.trove.THash; size[]; int; gnu.trove.THashMapTest; testPut[]; void; null; map>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPut[]; void; null; this>
<gnu.trove.THashMap; get[java.lang.Object]; java.lang.Object; gnu.trove.THashMapTest; testPut[]; void; null; map>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPut[]; void; null; this>
<gnu.trove.THashMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; gnu.trove.THashMapTest; testPut[]; void; null; map>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPutIfAbsent[]; void; null; this>
<gnu.trove.THashMap; putIfAbsent[java.lang.Object, java.lang.Object]; java.lang.Object; gnu.trove.THashMapTest; testPutIfAbsent[]; void; null; map>
<not found; assertEquals[]; not found; gnu.trove.THashMapTest; testPutIfAbsent[]; void; null; this>
<gnu.trove.THash; size[]; int; gnu.trove.THashMapTest; testPutIfAbsent[]; void; null; map>
